id,id_str,screen_name,location,description,description_en,url,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,name,bot
18022904,18022904,matisyahu,,"""STEP OUT INTO THE LIGHT"".","""STEP OUT INTO THE LIGHT"".",https://t.co/DAuOAYQKpM,1742701,29,5985,Wed Dec 10 16:29:31 +0000 2008,940,TRUE,7029,en,FALSE,FALSE,FALSE,Matisyahu,0
29739553,29739553,VictoriaCoren,London,"writer, broadcaster and poker player","writer, broadcaster and poker player",,352929,373,3392,Wed Apr 08 15:27:25 +0000 2009,26,TRUE,26938,en,FALSE,FALSE,FALSE,Victoria Coren M.,0
313296181,313296181,EricDRieth,Some where on Earth,"Singer songwriter. Musician. Never give up and follow your dreams. Adventurer, Film Producer and board sport enthusiast. Snapchat: ericriethson IG: ericdrieth","Singer songwriter. Musician. Never give up and follow your dreams. Adventurer, Film Producer and board sport enthusiast. Snapchat: ericriethson IG: ericdrieth",https://t.co/YJqNYgOYuk,1477,4737,2,Wed Jun 08 12:54:51 +0000 2011,502,FALSE,1778,en,FALSE,FALSE,TRUE,Eric Rieth (AFCo),0
249004971,249004971,wanderfukt,spaace,we start out so cute in our baby pictures | a boy without a job | nimbus 2000,we start out so cute in our baby pictures | a boy without a job | nimbus 2000,https://t.co/vNy18kI4F2,199,580,14,8/2/2011 4:38,44909,FALSE,15504,en,FALSE,FALSE,FALSE,Tim Garrett,0
17453527,17453527,toddbarry,New York City,"THE CROWD WORK TOUR on @NETFLIX or $5 https://t.co/a0Zz1htkXY. Pre-order book THANK YOU FOR COMING TO HATTIESBURG https://t.co/POO243Nw72 Also, @ToddBarryPdcast","THE CROWD WORK TOUR on @NETFLIX or $5 https://t.co/a0Zz1htkXY. Pre-order book THANK YOU FOR COMING TO HATTIESBURG https://t.co/POO243Nw72 Also, @ToddBarryPdcast",https://t.co/VWTMlBid19,296697,785,4906,Mon Nov 17 23:32:30 +0000 2008,3887,TRUE,21427,en,FALSE,FALSE,FALSE,Todd Barry,0
359456836,359456836,FilosofiaMetal,Tanelorn,O Twitter oficial do Blog Filosofia Metal!! A í_nica forma de que os posts ní£o sejam longos e entediantes ;),The official Twitter Blog Metal Philosophy !! The í_nica way that the posts £ paragraphs are long and tedious;),http://t.co/7D7xTKYHQ6,1458,1593,25,8/21/2011 16:34,2,FALSE,728,pt,FALSE,FALSE,FALSE,Filosofia Metal,0
140895474,140895474,prd6001,Hyderabad-India,An Average!!,An Average!!,,117,440,0,5/6/2010 16:55,16,FALSE,251,en,FALSE,FALSE,FALSE,PRDinesh,0
5248441,5248441,AlisonSudol,NY- London,"Don‰Ûªt worry about cool, make your own uncool. Make your own, your own world. Sol LeWitt -- Eva Hesse -- us.","Don‰Ûªt worry about cool, make your own uncool. Make your own, your own world. Sol LeWitt -- Eva Hesse -- us.",http://t.co/HQeMAPUf3U,1874021,884,5766,Thu Apr 19 17:05:51 +0000 2007,746,TRUE,8228,en,FALSE,FALSE,TRUE,Alison Sudol,0
24447643,24447643,eddieizzard,Earth,"I'm a British European, I think like an American & was born in an Arabic country. I've run a few marathons & I start performing in Spanish in November","I'm a British European, I think like an American & was born in an Arabic country. I've run a few marathons & I start performing in Spanish in November",https://t.co/Yu59Tb0dwD,4681963,619,27764,Sat Mar 14 23:13:44 +0000 2009,31,TRUE,7904,en,FALSE,FALSE,FALSE,Eddie Izzard,0
16498230,16498230,IAMtheCOMMODORE,Lost Angeles,just trying to be better at life. @elizabethpro is my best half.,just trying to be better at life. @elizabethpro is my best half.,http://t.co/55kYZ5NPF8,29978,431,968,Sun Sep 28 13:46:59 +0000 2008,705,TRUE,10347,en,FALSE,FALSE,FALSE,andrew lee schmidt,0
64554611,64554611,kaiiyyma,In the +254,,,,998,381,8,10/8/2009 23:46,14,FALSE,2943,en,FALSE,FALSE,FALSE,kaima mwiti,0
430391901,430391901,huskerzach6,"Lincoln, NE",UNL,UNL,,564,262,1,12/7/2011 3:34,2954,FALSE,1018,en,TRUE,FALSE,FALSE,Zach Kopystynsky,0
24967668,24967668,lala,Insta: @lala Snapchat: lala,Thanks for the love! Its appreciated and always needed! LOVE YOU!! ‰_‰_‰_,Thanks for the love! Its appreciated and always needed! LOVE YOU!! ‰_‰_‰_,https://t.co/qIumcbkl13,4095667,947,8997,Tue Mar 17 22:17:13 +0000 2009,4,TRUE,26500,en,FALSE,FALSE,FALSE,LA LA,0
2461916802,2461916802,sarahmaibach,,,,,10,37,0,4/24/2014 16:47,35,FALSE,2,en,TRUE,TRUE,FALSE,Sarah Maibach,0
46032184,46032184,jaybirdsatx,"Alamo Heights, TX","Art investor, top eBay seller, antiques appraiser/expert in the field, small business entrepreneur, and raconteur.","Art investor, top eBay seller, antiques appraiser/expert in the field, small business entrepreneur, and raconteur.",,59,1056,0,6/10/2009 4:00,84,FALSE,104,en,FALSE,FALSE,TRUE,Jon Jay Mendlovitz,0
61559439,61559439,nvidia,"Santa Clara, CA",The official handle for NVIDIA. Blog: https://t.co/ohDSqeDJ1D Support: https://t.co/DAKuuuZIg5 All NVIDIA Social Media: https://t.co/0MNNrxXnKC,The official handle for NVIDIA. Blog: https://t.co/ohDSqeDJ1D Support: https://t.co/DAKuuuZIg5 All NVIDIA Social Media: https://t.co/0MNNrxXnKC,http://t.co/SjzHg85NVX,1176260,1614,5091,7/30/2009 18:25,2403,TRUE,9166,en,FALSE,FALSE,FALSE,NVIDIA,0
24325547,24325547,nickcarter,,Backstreet Boy. #Dead7 #BSBVegas tickets on sale now,Backstreet Boy. #Dead7 #BSBVegas tickets on sale now,https://t.co/jKf8N62xdF,620714,1562,6781,Sat Mar 14 04:06:34 +0000 2009,4692,TRUE,10864,en,FALSE,FALSE,FALSE,Nick Carter,0
8453452,8453452,GuyKawasaki,"Silicon Valley, California",Mantra: I empower people. Chief evangelist of @Canva https://t.co/7AwtiXC7jr. Author of thirteen books. Former chief evangelist of Apple.,Mantra: I empower people. Chief evangelist of @Canva https://t.co/7AwtiXC7jr. Author of thirteen books. Former chief evangelist of Apple.,http://t.co/4fSGP0b12Y,1496983,255,40709,Mon Aug 27 03:36:53 +0000 2007,854,TRUE,166435,en,FALSE,FALSE,FALSE,Guy Kawasaki,0
8.26e+17,"""826458962291613696""","""PokemonGo100IV""","""""","""Reporting the locations of Pokemon with 100% IV, Please donate at https://t.co/gk4Fx64OKX""","""Reporting the locations of Pokemon with 100% IV, Please donate at https://t.co/gk4Fx64OKX""",null,916,138,13,"""Tue Jan 31 15:55:46 +0000 2017""",1112,FALSE,5413,"""en""",TRUE,FALSE,FALSE,"""Pokemon Go 100 IV""",0
28475328,28475328,Taydizm,International,Tay Dizm Twitter,Tay Dizm Twitter,,13170,3107,247,Fri Apr 03 01:55:11 +0000 2009,1170,TRUE,9557,en,FALSE,FALSE,FALSE,Taydizm,0
326119501,326119501,ShaneWallCTO,"Palo Alto, CA","@HP CTO, Global Head @HPLabs. Technology #futurist, passionate leader focused on #BlendedReality, #cybersecurity, #3Dprinting, #drones, photography & travel","@HP CTO, Global Head @HPLabs. Technology #futurist, passionate leader focused on #BlendedReality, #cybersecurity, #3Dprinting, #drones, photography & travel",https://t.co/kOYgft1EXP,15511,9888,718,Wed Jun 29 12:08:24 +0000 2011,1942,TRUE,2807,en,TRUE,FALSE,FALSE,Shane Wall,0
4213363941,4213363941,warfried,,Maroon 5,Maroon 5,,122,124,0,11/17/2015 22:52,5574,FALSE,92,en,TRUE,FALSE,TRUE,Casandra Warfield,0
2199214622,2199214622,leap2drive,Malton,"Covering Malton, Bridlington & Scarborough. DVSA Fleet Registered Trainer. IAM RoadSmart Master of Driving with Distinction. Official Taxi Driver Assessor.","Covering Malton, Bridlington & Scarborough. DVSA Fleet Registered Trainer. IAM RoadSmart Master of Driving with Distinction. Official Taxi Driver Assessor.",http://t.co/tlTp1YErCo,152,2418,1,Sun Nov 17 09:13:36 +0000 2013,203,FALSE,723,en,FALSE,FALSE,,DriverTrainer,0
16523953,16523953,Babylonian,"San Francisco, CA",video boy at @polygon äó¢ anime liker äó¢ @CoolGamesInc co-host äó¢ other videos on https://t.co/17vp1IHXJF and streams on https://t.co/uwZQfDr98a äÖ_¥Ÿ,video boy at @polygon äó¢ anime liker äó¢ @CoolGamesInc co-host äó¢ other videos on https://t.co/17vp1IHXJF and streams on https://t.co/uwZQfDr98a äÖ_¥Ÿ,,55859,598,549,9/30/2008 4:48,92644,TRUE,65098,en,FALSE,FALSE,TRUE,Nick Robinson,0
112093150,112093150,bartjstein,NYC,Co-Founder & CEO of Project Madison. Previously founded Stamped (acquired by Yahoo). Tried to write a screenplay once.,Co-Founder & CEO of Project Madison. Previously founded Stamped (acquired by Yahoo). Tried to write a screenplay once.,,1342,171,50,2/7/2010 7:21,47,FALSE,527,en,TRUE,FALSE,FALSE,Bart Stein,0
20086998,20086998,MarielHemingway,Los Angeles California,Present.Bold.LAUGHTER.PLAY.Making healthy choices so I can be my best self. @RunningWNature @RunningFromCrzy @UMatterDontQuit,Present.Bold.LAUGHTER.PLAY.Making healthy choices so I can be my best self. @RunningWNature @RunningFromCrzy @UMatterDontQuit,http://t.co/i0zlHsC1xM,435871,2337,4662,Wed Feb 04 20:07:27 +0000 2009,575,TRUE,27102,en,FALSE,FALSE,FALSE,Mariel Hemingway,0
24325657,24325657,howied,Wheeling and Dealing!,Hi I'm Howie D from the Backstreet Boys.,Hi I'm Howie D from the Backstreet Boys.,https://t.co/mfaywVVdQA,357722,14727,4392,Sat Mar 14 04:07:27 +0000 2009,246,TRUE,3360,en,FALSE,FALSE,TRUE,Howie D,0
15649433,15649433,TravelGov,"Washington, DC, USA",Official Twitter for U.S. Department of State Bureau of Consular Affairs.,Official Twitter for U.S. Department of State Bureau of Consular Affairs.,http://t.co/xJDfcCCRJw,549861,502,7891,Tue Jul 29 18:38:44 +0000 2008,899,TRUE,10992,en,FALSE,FALSE,FALSE,Travel - State Dept,0
813132084,813132084,AndyFouche,"Palo Alto, CA",Head of Communications at @Arubin stealth startup. My views are mine and sometimes yours. @magicleap @nike @microsoft @starbucks; @tamu @utaustin,Head of Communications at @Arubin stealth startup. My views are mine and sometimes yours. @magicleap @nike @microsoft @starbucks; @tamu @utaustin,,946,400,41,Sun Sep 09 13:30:28 +0000 2012,1310,FALSE,571,en,FALSE,FALSE,FALSE,Andy FouchÌ©,0
7.63e+17,7.63E+17,am_i_sam98,,The machine's broken,The machine's broken,,40,335,0,8/9/2016 1:56,63,FALSE,40,en,TRUE,FALSE,TRUE,Sam Williamson,0
467135342,467135342,LeblancDidi,Jette,"Hello, I am African and Indian, Artist, Work, Pub, Design, Culture. Deco, Drawings, theater, Movie,  _ôÖ_ôïñ_ôïî_ôï__ôë_ô_¬äì¥Ÿ_ô_Â_ôÂ_ôÁ_ô_Â_ôÂ_ô‚_ô©_ôÈ_ô__ô_ô_¿_ô___ôó_ôä__¥Ÿ_ô___ô___ô___ô___ôñŸ_ôñé_ô___ô__...","Hello, I am African and Indian, Artist, Work, Pub, Design, Culture. Deco, Drawings, Theater, Movie, _oO _oin_oii_oi__oe _o_¬ai ¥ Ÿ _o_A_o A_o A_o_A_o A_o, _o _o © E_o __o cell _o_¿_o ___ ___ _o Ÿ o_O a__ cell ¥ ___ ___ umbrella umbrella ___ ___ onY_one_o o__ ...",,197,3922,2,1/18/2012 4:41,353,FALSE,65,fr,FALSE,FALSE,TRUE,Renato C. Ffolkes,0
17004618,17004618,NickKristof,Everywhere,"Oregon farmboy turned NY Times columnist, co-author of Half the Sky & @APathAppears, https://t.co/bcxQaJ7Po4         https://t.co/Bw42D7ya1b","Oregon farmboy turned NY Times columnist, co-author of Half the Sky & @APathAppears, https://t.co/bcxQaJ7Po4         https://t.co/Bw42D7ya1b",https://t.co/CO7uxBqpWU,2017432,1404,23977,Mon Oct 27 19:14:53 +0000 2008,53,TRUE,29873,en,FALSE,FALSE,FALSE,Nicholas Kristof,0
8.34e+17,8.34E+17,BenBoutcherWest,"City of London, London","Working for Mobility Solutions Bosch to prove and implement technology that meets and enhances our mobility needs, for a smarter, cleaner, more efficient city","Working for Mobility Solutions Bosch to prove and implement technology that meets and enhances our mobility needs, for a smarter, cleaner, more efficient city",None,32,174,0,Mon Feb 20 15:56:04 +0000 2017,11,FALSE,0,en,TRUE,FALSE,,Ben Boutcher-West,0
126358470,126358470,jteposte,"Yuma, AZ","News Photojournalist since July 1998 Have worked for KYMA, KSWT, KECY, KTTI (radio) and City of Yuma.","News Photojournalist since July 1998 Have worked for KYMA, KSWT, KECY, KTTI (radio) and City of Yuma.",,103,93,1,25/03/2010 16:17,60,FALSE,379,en,FALSE,FALSE,TRUE,Joe Teposte,0
58345619,58345619,MASHAgindler,New York City,"@NYCgov Mayor's Office of Digital Strategy, @UniofOxford alum, older sister, e-mail artist. I've never met a project I didn't like. This is my personal account.","@NYCgov Mayor's Office of Digital Strategy, @UniofOxford alum, older sister, e-mail artist. I've never met a project I didn't like. This is my personal account.",,600,818,26,Mon Jul 20 01:11:20 +0000 2009,656,FALSE,1328,en,FALSE,FALSE,FALSE,MASHA,0
3249981810,3249981810,HANAHliving,,Ancient Wisdom for Modern Living,Ancient Wisdom for Modern Living,https://t.co/PnXQa7cGKk,218,167,13,Fri Jun 19 19:37:22 +0000 2015,105,FALSE,306,en,FALSE,FALSE,FALSE,HANAH,0
223532527,223532527,IsaaahCarolina,,,,,22,94,0,12/6/2010 17:12,0,FALSE,10,es,FALSE,FALSE,FALSE,Isabela carolina,0
113527917,113527917,DrJamesCDobson,"Colorado Springs, CO","Dr. James Dobson provides sound biblical advice on Christian marriages, families and parenting through the ministry of Family Talk's radio program.","Dr. James Dobson provides sound biblical advice on Christian marriages, families and parenting through the ministry of Family Talk's radio program.",http://t.co/LhOHRAosfh,48020,4324,552,Fri Feb 12 03:03:56 +0000 2010,365,FALSE,8886,en,FALSE,FALSE,FALSE,Dr. James Dobson,0
247859240,247859240,Gomidedany,,,,,31,73,0,2/5/2011 18:34,1,FALSE,1240,en,FALSE,FALSE,FALSE,Dany Gomide,0
24529179,24529179,MattBennett,Los Angeles,It's life and life only. Terminal Cases out NOW https://t.co/jDRGHDrAbt,It's life and life only. Terminal Cases out NOW https://t.co/jDRGHDrAbt,https://t.co/R0zJoW0PeY,829840,823,1338,Sun Mar 15 14:23:49 +0000 2009,1789,TRUE,6592,en,FALSE,FALSE,FALSE,Matt Bennett?,0
7.44e+17,7.44E+17,ChanceSalisbur1,"Lake Elsinore, CA",,,http://t.co/F3fLcf5sH7,9,24,0,Wed Oct 30 05:15:10 +0000 2013,6,FALSE,30,en,TRUE,FALSE,,Brad Salisbury,0
8622212,8622212,cindygallop,New York City,I like to blow shit up. I am the Michael Bay of business.,I like to blow shit up. I am the Michael Bay of business.,https://t.co/UwE35kV9Hg,53791,931,2600,9/3/2007 11:51,26220,TRUE,120564,en,FALSE,FALSE,TRUE,Cindy Gallop,0
49488784,49488784,AntonioPizzonia,Brazil,"Ex-piloto de F1. Atualmente Stock Car e AutoGp.. Triatleta amador, pai.. IRONMAN!! / 4 wheels and a steering wheel...Racing driver, amateur triathlete, IRONMAN!","Ex-piloto de F1. Atualmente Stock Car e AutoGp.. Triatleta amador, pai.. IRONMAN!! / 4 wheels and a steering wheel...Racing driver, amateur triathlete, IRONMAN!",http://t.co/Yw6bn6sRv0,310472,475,2042,Mon Jun 22 01:10:16 +0000 2009,975,TRUE,29042,en,FALSE,FALSE,FALSE,Antonio Pizzonia,0
94202888,94202888,ang3538,Campinas-SP,,,http://t.co/1gzN6EGpkN,32,97,0,12/2/2009 23:26,0,FALSE,56,en,FALSE,FALSE,FALSE,Angelo Romero,0
44434508,44434508,justbrad23,,cowbell at @thirdeyeblind ‰ÏÎ•ü,cowbell at @thirdeyeblind ‰ÏÎ•ü,,13860,300,247,Wed Jun 03 19:29:44 +0000 2009,20690,TRUE,2950,en,FALSE,FALSE,FALSE,Brad Hargreaves,0
18129412,18129412,CeliaVee,Carmen Sandiego's Hat,"Nothing witty to say the least. I try to write funny things, I work for a billion dollar fruit stand, and more please is always the correct answer.","Nothing witty to say the least. I try to write funny things, I work for a billion dollar fruit stand, and more please is always the correct answer.",,210,532,1,Mon Dec 15 03:27:08 +0000 2008,146,FALSE,2275,en,FALSE,FALSE,FALSE,Celia Gabel V.,0
310195130,310195130,_breadward,,(Stressed) MSCS Student @ DLSU | Interests involve machine learning + natural langauge processing | Collecting data now via https://t.co/jUSxj45GXo,(Stressed) MSCS Student @ DLSU | Interests involve machine learning + natural langauge processing | Collecting data now via https://t.co/jUSxj45GXo,https://t.co/jUSxj45GXo,323,384,4,6/3/2011 10:30,631,FALSE,617,en,FALSE,FALSE,FALSE,Ed Tighe,0
16305330,16305330,margaretcho,"Hollywood, Los Angeles",https://t.co/fsD6D6yAdB,https://t.co/fsD6D6yAdB,https://t.co/bNPKFozA7o,473692,102847,8507,Tue Sep 16 01:52:37 +0000 2008,49069,TRUE,28113,en,FALSE,FALSE,FALSE,Margaret Cho,0
138205293,138205293,Kallan10,Sí£o Paulo,,,,55,53,0,4/28/2010 22:46,0,FALSE,43,en,FALSE,FALSE,FALSE,Abner Kalan Veiga,0
2295117980,2295117980,SunLooksDown,"New York, NY",,,https://t.co/bIvKRRQ8Ey,206,686,1,Thu Jan 16 22:45:16 +0000 2014,137,FALSE,870,en,FALSE,FALSE,FALSE,Sun Looks Down,0
43969852,43969852,Buckcherry,"Los Angeles, CA",The Official Buckcherry Twitter Page,The Official Buckcherry Twitter Page,https://t.co/zQaPstajBo,108643,136,1451,Mon Jun 01 20:52:23 +0000 2009,567,TRUE,5495,en,FALSE,FALSE,FALSE,Buckcherry,0
34507480,34507480,ArianaGrande,Honeymoon Ì£ve.,dangerous woman,dangerous woman,https://t.co/3OmQamGXyb,44361817,66134,53277,Thu Apr 23 02:56:31 +0000 2009,31965,TRUE,39972,en,FALSE,FALSE,FALSE,Ariana Grande,0
3951869597,3951869597,IamSamOrtmann,"Maryland, USA","Eh, Who Really Cares?","Eh, Who Really Cares?",,65,493,1,14/10/2015 2:24,998,FALSE,646,en,FALSE,FALSE,TRUE,A Friend For You,0
10798802,10798802,amandapalmer,hunting utopia.,performer. song & book-writer. love-lover. rule-hater. patron-supported. queries: management@amandapalmer.net https://t.co/ZDCGP30OsK,performer. song & book-writer. love-lover. rule-hater. patron-supported. queries: management@amandapalmer.net https://t.co/ZDCGP30OsK,https://t.co/ZDCGP30OsK,1145274,721,11585,Mon Dec 03 01:27:35 +0000 2007,647,TRUE,89050,en,FALSE,FALSE,FALSE,Amanda Palmer,0
1415791555,"""1415791555""","""NYCFC""","""New York City""","""The official Twitter account of New York City FC. For tickets and supporter services follow @NYCFCHelp. #NYCFC #WeAreOne""","""The official Twitter account of New York City FC. For tickets and supporter services follow @NYCFCHelp. #NYCFC #WeAreOne""","""https://t.co/HiqgZJOEmn""",318616,6241,1986,"""Thu May 09 15:24:21 +0000 2013""",15915,TRUE,18906,"""en""",FALSE,FALSE,FALSE,"""New York City FC""",0
18791763,18791763,KarlRove,"Washington, D.C.","Former Deputy Chief of Staff to President George W. Bush, Author of NYT bestseller, Courage & Consequence, and new book, The Triumph of William McKinley","Former Deputy Chief of Staff to President George W. Bush, Author of NYT bestseller, Courage & Consequence, and new book, The Triumph of William McKinley",http://t.co/3Cc2T9X2q0,682267,142678,14144,Fri Jan 09 04:12:46 +0000 2009,153,TRUE,8663,en,FALSE,FALSE,FALSE,Karl Rove,0
375150330,375150330,pampamela_,marilia sp,http://t.co/YfHoThSDVQ...,http://t.co/YfHoThSDVQ...,,89,329,2,9/17/2011 15:59,3,FALSE,498,pt,FALSE,FALSE,FALSE,Pamela Oliveira,0
189703663,189703663,appletonsfinest,,,,,37,646,0,12/9/2010 0:37,77,FALSE,165,en,TRUE,FALSE,FALSE,Lance Reschke,0
25655004,25655004,superdaniela,NYC,Just me and my big mouth. I usually order the whole dessert menu. @Eater,Just me and my big mouth. I usually order the whole dessert menu. @Eater,,3784,1110,143,3/21/2009 8:22,12129,FALSE,9867,en,FALSE,FALSE,TRUE,Daniela Galarza,0
68892218,68892218,ChristineCC14,"Staten Island, NY",#MakeAmericaGreatAgain #Trump2016 #BuildTheWall #AmericaFirst #BlueLivesMatter #AllLivesMatter #AlwaysTrump #CrookedHillary #StillWithTrump #DrainTheSwamp,#MakeAmericaGreatAgain #Trump2016 #BuildTheWall #AmericaFirst #BlueLivesMatter #AllLivesMatter #AlwaysTrump #CrookedHillary #StillWithTrump #DrainTheSwamp,,1460,1462,45,8/26/2009 3:36,11133,FALSE,14692,en,TRUE,FALSE,TRUE,Deplorable in NYC,0
8.4e+17,8.40E+17,sondra_barlow,,,,,3,58,0,3/10/2017 22:47,0,FALSE,1,en,TRUE,FALSE,FALSE,Sondra Barlow,0
8.07e+17,8.07E+17,resprana,"New York, NY",breathe beauti(fully).,breathe beauti(fully).,https://t.co/3qn7n02DN9,15,59,0,12/8/2016 17:59,18,FALSE,34,en,FALSE,FALSE,FALSE,Resprana Air,0
216939636,216939636,AndrewYNg,"Mountain View, CA","Chief Scientist of Baidu; Chairman and Co-Founder of Coursera; Stanford CS faculty. #machinelearning, #deeplearning #MOOCs, #edtech","Chief Scientist of Baidu; Chairman and Co-Founder of Coursera; Stanford CS faculty. #machinelearning, #deeplearning #MOOCs, #edtech",https://t.co/XidcMETENd,108372,221,2908,Thu Nov 18 03:39:11 +0000 2010,345,TRUE,889,en,FALSE,FALSE,TRUE,Andrew Ng,0
110885805,110885805,LucasQuental,,...,...,http://t.co/n5kyIKRJ,94,53,0,2/3/2010 2:53,1,FALSE,2514,pt,FALSE,FALSE,FALSE,Lucas Quental,0
54555320,"""54555320""","""DelftUniversity""","""Delft, the Netherlands","""To make a significant contribution towards a sustainable society for the 21st century through world-class research and education with economic and social value""","""To make a significant contribution towards a sustainable society for the 21st century through world-class research and education with economic and social value""","""http://t.co/q9eJvMQtDT""",13146,952,253,"""Tue Jul 07 14:06:16 +0000 2009""",58,FALSE,2721,"""en""",TRUE,FALSE,FALSE,"""Delft University""",0
219617448,219617448,SushmaSwaraj,"New Delhi, India",Minister of External affairs,Minister of External affairs,,7441109,0,5520,11/25/2010 11:10,7,TRUE,4782,en,FALSE,FALSE,TRUE,Sushma Swaraj,0
208815996,208815996,PequenoRabisco,,,,,59,51,1,10/28/2010 0:28,0,FALSE,103,en,FALSE,FALSE,FALSE,Untitled,0
50325797,50325797,chucktodd,"Washington, DC","Moderator of @meetthepress and @nbcnews political director; Covering politics since '92; And, yes, I tweet about sports too.","Moderator of @meetthepress and @nbcnews political director; Covering politics since '92; And, yes, I tweet about sports too.",http://t.co/x2FeYOW3Fi,1340385,1717,15512,Wed Jun 24 14:53:20 +0000 2009,78,TRUE,45976,en,FALSE,FALSE,FALSE,Chuck Todd,0
2911000602,2911000602,SDhawan25,India,Opening batsman of the Indian Cricket Team and the Hyderabad Sunrisers. My family and Cricket are the two most important things in my life.,Opening batsman of the Indian Cricket Team and the Hyderabad Sunrisers. My family and Cricket are the two most important things in my life.,https://t.co/vnlCSyAdsM,469948,57,356,11/26/2014 15:03,66,TRUE,469,en,TRUE,FALSE,FALSE,Shikhar Dhawan,0
243802867,243802867,cabearzotti,Brasil,,,,78,79,0,1/27/2011 21:08,56,FALSE,2926,pt,FALSE,FALSE,FALSE,ca bearzotti,0
52529896,52529896,ColinCowherd,,Host of The Herd 9-12 on @FS1 & @IHeartradio. SiriusXM ch 83. The Herd podcast on @iTunes. Co Host of @SFY. NYT Best Seller and Sundays on FOX NFL Kickoff.,Host of The Herd 9-12 on @FS1 & @IHeartradio. SiriusXM ch 83. The Herd podcast on @iTunes. Co Host of @SFY. NYT Best Seller and Sundays on FOX NFL Kickoff.,https://t.co/VFPGaWIK8X,1188889,955,9198,Tue Jun 30 21:38:25 +0000 2009,48,TRUE,16962,en,FALSE,FALSE,FALSE,Colin Cowherd,0
56631494,56631494,shahidkapoor,,"Actor, Dreamer, Lover, Believer .","Actor, Dreamer, Lover, Believer .",https://t.co/i0eyn68kVF,9776136,103,14290,Tue Jul 14 06:58:48 +0000 2009,506,TRUE,6347,en,FALSE,FALSE,FALSE,Shahid Kapoor,0
14573900,"""14573900""","""ManCity""","""Etihad Stadium""","""The official Manchester City Twitter account | Supporter Services __ @ManCityHelp | Snapchat __ mancityofficial""","""The official Manchester City Twitter account | Supporter Services __ @ManCityHelp | Snapchat __ mancityofficial""","""https://t.co/8B0sJYpKM7""",4096944,55313,12207,"""Mon Apr 28 19:28:08 +0000 2008""",7335,TRUE,99230,"""en""",FALSE,FALSE,FALSE,"""Manchester City""",0
50722668,50722668,randhindi,"Paris, France",Entrepreneur & Data Scientist. Founder @snips. I do #AI and #privacy stuff. https://t.co/KYKZP0QTF6 | https://t.co/7EOLn7brcF,Entrepreneur & Data Scientist. Founder @snips. I do #AI and #privacy stuff. https://t.co/KYKZP0QTF6 | https://t.co/7EOLn7brcF,https://t.co/JyS2hhDrRM,8213,2704,444,6/25/2009 18:20,3812,TRUE,2141,en,FALSE,FALSE,TRUE,Rand Hindi,0
52551600,52551600,JimCarrey,Los Angeles,Actor Jim Carrey!,Actor Jim Carrey!,http://t.co/QV8mWUp1zo,15470731,1,58394,Tue Jun 30 22:58:44 +0000 2009,9,TRUE,4176,en,FALSE,FALSE,FALSE,Jim Carrey,0
34428380,34428380,schzimmydeanie,where am i not?,give me food...insta ---@JERM_beats,give me food...insta ---@JERM_beats,http://t.co/K0RwfZGB1B,347268,192,0,Wed Apr 22 22:44:05 +0000 2009,18,TRUE,5816,en,FALSE,FALSE,FALSE,Jeremy Davis,0
18217624,18217624,MicheleBachmann,,"Wife, mom, foster mom, former tax attorney, small business owner, former Congresswoman.","Wife, mom, foster mom, former tax attorney, small business owner, former Congresswoman.",http://t.co/qvLY2AsfNn,272893,3053,6741,Thu Dec 18 16:10:29 +0000 2008,202,TRUE,4283,en,FALSE,FALSE,FALSE,Michele Bachmann,0
14109613,14109613,JuliaAllison,"San Francisco, CA",Journalist. Public Speaker. Former TV Personality. Social Alchemist. Lover. Dancer. Rebel. Friend.,Journalist. Public Speaker. Former TV Personality. Social Alchemist. Lover. Dancer. Rebel. Friend.,http://t.co/fMyvZxS1N6,126771,368,1033,Sun Mar 09 21:39:10 +0000 2008,887,TRUE,14634,en,FALSE,FALSE,TRUE,Julia Allison,0
344634424,344634424,RafaelNadal,Manacor,Tennis player.,Tennis player.,http://t.co/BiwLj0th4U,12056489,78,22809,7/29/2011 10:44,16,TRUE,2380,es,FALSE,FALSE,FALSE,Rafa Nadal,0
412319130,412319130,ChrisGLogan,"Burlington, ON","husband, dad,cinematographer, runner, car nut + film nerd.","husband, dad,cinematographer, runner, car nut + film nerd.",http://t.co/mk3IE7r8Xr,84,166,2,11/14/2011 14:50,138,FALSE,137,en,FALSE,FALSE,FALSE,Christopher Logan,0
20649815,20649815,BlakePlock,"Baltimore, Maryland","President and CEO at Yet Analytics, Inc.","President and CEO at Yet Analytics, Inc.",http://t.co/zQpEN9pqvh,21010,2734,1587,2/12/2009 2:54,1659,FALSE,13171,en,FALSE,FALSE,FALSE,Shelly Blake-Plock,0
22945797,22945797,afghanraiders,"San Francisco, CA","Mikey, Beans & Drew","Mikey, Beans & Drew",http://t.co/Q0tUhA6cFA,2234,592,75,Thu Mar 05 17:14:14 +0000 2009,8,TRUE,1248,en,FALSE,FALSE,FALSE,AFGHAN RAIDERS,0
195398132,195398132,cristian_web,Brasil/Campinas/SP,,,http://t.co/gjr2ZFESeV,15,9,0,9/26/2010 16:11,0,FALSE,2,es,FALSE,TRUE,FALSE,@#%cristian%$#@,0
